Gene,Metabolite,Correlation
Dapma7bEVm008403,182_9630109,-0.583997806
Dapma7bEVm008455,182_9630109,-0.52636942
Dapma7bEVm008403,183_9638,-0.573082107
Dapma7bEVm008455,183_9638,-0.518113497
Dapma7bEVm008403,184_9605497,-0.574029828
Dapma7bEVm008455,184_9605497,-0.518822103
Dapma7bEVm008403,186_0616645,-0.549119242
Dapma7bEVm008455,186_0616645,-0.556470533
Dapma7bEVm008403,188_0409255,-0.527602312
Dapma7bEVm008267,200_0772426,-0.579997788
Dapma7bEVm008400,200_0772426,-0.547088517
Dapma7bEVm008403,200_0772426,-0.604642345
Dapma7bEVm008455,200_0772426,-0.634687809
Dapma7bEVm008587,200_0772426,-0.502808354
Dapma7bEVm008596,200_0772426,0.500096266
Dapma7bEVm008657,200_0772426,0.543461705
Dapma7bEVm008403,200_9735111,-0.585240692
Dapma7bEVm008455,200_9735111,-0.522447652
Dapma7bEVm008403,201_9743187,-0.585280127
Dapma7bEVm008455,201_9743187,-0.520652802
Dapma7bEVm008403,213_0015638,-0.510730129
Dapma7bEVm008403,214_9893542,-0.553414959
Dapma7bEVm008403,215_0519749,-0.564482519
Dapma7bEVm008403,218_9844358,-0.569505461
Dapma7bEVm008403,264_0772566,-0.569125626
Dapma7bEVm008551,266_0343253,0.515652783
Dapma7bEVm008403,285_0828087,-0.54700256
Dapma7bEVm008403,370_0403345,-0.515974257
Dapma7bEVm008426,180_0641465,0.528022316
Dapma7bEVm008551,180_0641465,0.552371783
Dapma7bEVm008651,180_0641465,0.526365187
Dapma7bEVm008403,202_0234296,-0.531192896
Dapma7bEVm008551,202_0471853,0.539391988
Dapma7bEVm008403,203_0200539,-0.532233204
Dapma7bEVm008403,203_0281616,-0.524812182
Dapma7bEVm008403,204_0250246,-0.506880325
Dapma7bEVm008403,210_0245447,-0.50260206
Dapma7bEVm008403,228_0363422,-0.50924135
Dapma7bEVm008403,230_0520209,-0.511886772
Dapma7bEVm008528,241_0305254,0.5236699
Dapma7bEVm008528,243_0276561,0.524654842
Dapma7bEVm008551,248_0540115,0.525659373
Dapma7bEVm008267,258_0842264,-0.565273963
Dapma7bEVm008400,258_0842264,-0.514495146
Dapma7bEVm008403,258_0842264,-0.555969217
Dapma7bEVm008455,258_0842264,-0.56065159
Dapma7bEVm008587,258_0842264,-0.510322
Dapma7bEVm008596,258_0842264,0.519949497
Dapma7bEVm008403,262_9521745,-0.52664767
Dapma7bEVm008551,270_0368693,0.522975727
Dapma7bEVm008267,272_0998631,-0.555745613
Dapma7bEVm008400,272_0998631,-0.516699971
Dapma7bEVm008403,272_0998631,-0.555959624
Dapma7bEVm008455,272_0998631,-0.568098996
Dapma7bEVm008587,272_0998631,-0.532254013
Dapma7bEVm008596,272_0998631,0.514600559
Dapma7bEVm008256,284_0521787,0.5055266
Dapma7bEVm008426,284_0521787,0.513341955
Dapma7bEVm008551,284_0521787,0.572162642
Dapma7bEVm008403,286_0298948,-0.517505897
Dapma7bEVm008470,300_1641329,0.524608677
Dapma7bEVm008528,300_1641329,0.535236319
Dapma7bEVm008403,300_9464292,-0.533371844
Dapma7bEVm008596,300_9464292,0.544409122
Dapma7bEVm008403,301_0267766,-0.546849877
Dapma7bEVm008455,301_0267766,-0.506583219
Dapma7bEVm008657,301_1100341,-0.510430226
Dapma7bEVm008403,310_0397478,-0.501623432
Dapma7bEVm008596,313_9743279,0.502748952
Dapma7bEVm008403,315_0055837,-0.512771169
Dapma7bEVm008403,315_0419893,-0.503933363
Dapma7bEVm008403,315_1156794,-0.56332943
Dapma7bEVm008403,318_0557571,-0.510678903
Dapma7bEVm008596,319_0215703,-0.523151419
Dapma7bEVm008403,322_9241379,-0.535861802
Dapma7bEVm008403,329_0213144,-0.559291951
Dapma7bEVm008551,330_0570431,0.533166859
Dapma7bEVm008403,336_9397921,-0.510123671
Dapma7bEVm008403,343_0369765,-0.554018952
Dapma7bEVm008551,344_0726688,0.537515468
Dapma7bEVm008551,366_0546027,0.544503124
Dapma7bEVm008403,382_9491381,-0.518146094
Dapma7bEVm008596,382_9491381,0.541329322
Dapma7bEVm008403,397_1189827,-0.533857884
Dapma7bEVm008403,411_0245383,-0.550775077
Dapma7bEVm008403,418_9429181,-0.532606103
Dapma7bEVm008403,425_0400369,-0.524740692
Dapma7bEVm008551,426_0757873,0.555298286
Dapma7bEVm008551,448_0579075,0.536190139
Dapma7bEVm008596,454_0336587,-0.508937096
Dapma7bEVm008596,462_9170033,-0.529685548
Dapma7bEVm008403,486_9308522,-0.513049048
Dapma7bEVm008596,487_9696877,-0.526206029
Dapma7bEVm008403,493_0280264,-0.54218093
Dapma7bEVm008455,593_270462,0.566923885
Dapma7bEVm008455,593_2767994,0.584725077
Dapma7bEVm008455,594_2738616,0.602051706
Dapma7bEVm009493,71_99878495,-0.520565769
Dapma7bEVm009493,72_99554843,-0.511514215
Dapma7bEVm009493,95_01954538,-0.50346999
Dapma7bEVm009493,102_0224628,-0.508267778
Dapma7bEVm009493,104_0098431,-0.517713611
Dapma7bEVm009493,107_0080423,-0.525575122
Dapma7bEVm009493,121_0235785,-0.508998824
Dapma7bEVm009493,121_9938554,-0.516302556
Dapma7bEVm009493,138_9643966,-0.521456472
Dapma7bEVm009493,148_0150336,-0.514932451
Dapma7bEVm009493,155_0558511,-0.50355293
Dapma7bEVm009458,158_0304838,-0.509512411
Dapma7bEVm009493,158_0304838,-0.566298147
Dapma7bEVm009493,182_9630109,-0.602313276
Dapma7bEVm009493,183_9638,-0.591860061
Dapma7bEVm009493,184_9605497,-0.593875065
Dapma7bEVm009493,186_0616645,-0.584260817
Dapma7bEVm009493,188_0409255,-0.536507072
Dapma7bEVm009167,200_0772426,0.505623946
Dapma7bEVm009458,200_0772426,-0.535820605
Dapma7bEVm009463,200_0772426,-0.520527673
Dapma7bEVm009493,200_0772426,-0.661328413
Dapma7bEVm009493,200_9735111,-0.595925476
Dapma7bEVm009493,201_9743187,-0.596658098
Dapma7bEVm009493,202_0565338,-0.50451255
Dapma7bEVm009458,214_9893542,-0.500652932
Dapma7bEVm009493,214_9893542,-0.573969136
Dapma7bEVm009493,215_0519749,-0.549300671
Dapma7bEVm009493,218_9844358,-0.570278787
Dapma7bEVm009493,264_0772566,-0.554228127
Dapma7bEVm009478,266_0343253,0.512539229
Dapma7bEVm009493,285_0828087,-0.501117295
Dapma7bEVm009478,180_0641465,0.533013197
Dapma7bEVm009493,202_0234296,-0.508181988
Dapma7bEVm009493,203_0200539,-0.529549123
Dapma7bEVm009493,203_0281616,-0.536177394
Dapma7bEVm009493,204_0250246,-0.503408045
Dapma7bEVm009493,210_0245447,-0.53093761
Dapma7bEVm009493,228_0363422,-0.518972458
Dapma7bEVm009493,230_0520209,-0.526600698
Dapma7bEVm009493,236_0525828,-0.549625204
Dapma7bEVm009471,241_0305254,0.511539464
Dapma7bEVm009452,258_0842264,-0.525053005
Dapma7bEVm009493,258_0842264,-0.607983555
Dapma7bEVm008843,264_0473517,-0.500421125
Dapma7bEVm009452,272_0998631,-0.519911858
Dapma7bEVm009493,272_0998631,-0.621447951
Dapma7bEVm009493,273_0389911,-0.55786485
Dapma7bEVm009294,284_0521787,0.505874076
Dapma7bEVm009493,286_0298948,-0.507306937
Dapma7bEVm009493,298_0397508,-0.515878866
Dapma7bEVm009025,300_1641329,0.50034488
Dapma7bEVm009101,300_1641329,0.523298027
Dapma7bEVm009325,300_1641329,0.504254669
Dapma7bEVm008843,300_9464292,0.507271568
Dapma7bEVm009452,301_0267766,-0.509752751
Dapma7bEVm009493,301_0267766,-0.547816369
Dapma7bEVm009493,310_0397478,-0.508948272
Dapma7bEVm009493,315_0055837,-0.512737475
Dapma7bEVm009452,315_1156794,-0.517187479
Dapma7bEVm009493,315_1156794,-0.576055296
Dapma7bEVm009493,318_0557571,-0.54392074
Dapma7bEVm008843,319_0215703,-0.54181948
Dapma7bEVm009167,319_0215703,-0.505695615
Dapma7bEVm009493,329_0213144,-0.562513528
Dapma7bEVm009452,343_0369765,-0.507599078
Dapma7bEVm009493,343_0369765,-0.572004371
Dapma7bEVm008843,382_9491381,0.504937273
Dapma7bEVm009493,394_9953627,-0.516193832
Dapma7bEVm009493,397_1189827,-0.553489137
Dapma7bEVm009493,400_058901,-0.504270988
Dapma7bEVm009452,411_0245383,-0.504333611
Dapma7bEVm009493,411_0245383,-0.550024569
Dapma7bEVm008843,415_9952222,-0.506488795
Dapma7bEVm009493,425_0400369,-0.527211243
Dapma7bEVm009452,428_0464016,-0.515474431
Dapma7bEVm009493,428_0464016,-0.532386191
Dapma7bEVm008843,430_0110081,-0.518254007
Dapma7bEVm008843,454_0336587,-0.501859423
Dapma7bEVm008843,462_9170033,-0.553648797
Dapma7bEVm008843,487_9696877,-0.505428731
Dapma7bEVm009493,493_0280264,-0.518129202
Dapma7bEVm009167,593_270462,-0.532928906
Dapma7bEVm009167,593_2767994,-0.530321973
Dapma7bEVm009167,594_2738616,-0.526934637
Dapma7bEVm009493,594_2738616,0.505343194
Dapma7bEVm009167,595_2924935,-0.511389026
Dapma7bEVm009567,71_99878495,-0.523589494
Dapma7bEVm009616,71_99878495,-0.512117114
Dapma7bEVm009617,71_99878495,-0.535376724
Dapma7bEVm009665,71_99878495,-0.54711008
Dapma7bEVm009906,71_99878495,-0.546571795
Dapma7bEVm009982,71_99878495,-0.5297076
Dapma7bEVm009990,71_99878495,-0.551103404
Dapma7bEVm009991,71_99878495,-0.531968767
Dapma7bEVm009996,71_99878495,-0.506128927
Dapma7bEVm009567,72_99554843,-0.53286099
Dapma7bEVm009616,72_99554843,-0.518905713
Dapma7bEVm009617,72_99554843,-0.528438491
Dapma7bEVm009665,72_99554843,-0.538796675
Dapma7bEVm009906,72_99554843,-0.533382263
Dapma7bEVm009982,72_99554843,-0.527637873
Dapma7bEVm009990,72_99554843,-0.547472242
Dapma7bEVm009991,72_99554843,-0.525361851
Dapma7bEVm009996,72_99554843,-0.500599106
Dapma7bEVm009617,78_5376322,-0.503357347
Dapma7bEVm009990,79_03601212,-0.515773858
Dapma7bEVm009665,95_01954538,-0.519888706
Dapma7bEVm009906,95_01954538,-0.544372825
Dapma7bEVm009982,95_01954538,-0.509239936
Dapma7bEVm009665,96_03006329,-0.505730438
Dapma7bEVm009906,96_03006329,-0.506559399
Dapma7bEVm009990,96_03006329,-0.52761384
Dapma7bEVm009991,96_03006329,-0.515101322
Dapma7bEVm009528,102_0224628,-0.52162518
Dapma7bEVm009556,102_0224628,-0.50640747
Dapma7bEVm009616,102_0224628,-0.522855394
Dapma7bEVm009617,102_0224628,-0.508649463
Dapma7bEVm009665,102_0224628,-0.530677806
Dapma7bEVm009791,102_0224628,-0.509032346
Dapma7bEVm009906,102_0224628,-0.55038174
Dapma7bEVm009982,102_0224628,-0.523138308
Dapma7bEVm009990,102_0224628,-0.520591937
Dapma7bEVm009991,102_0224628,-0.518830745
Dapma7bEVm009567,104_0098431,-0.531662605
Dapma7bEVm009616,104_0098431,-0.544348047
Dapma7bEVm009617,104_0098431,-0.512233621
Dapma7bEVm009665,104_0098431,-0.546234969
Dapma7bEVm009791,104_0098431,-0.505791591
Dapma7bEVm009906,104_0098431,-0.539179844
Dapma7bEVm009982,104_0098431,-0.541359924
Dapma7bEVm009990,104_0098431,-0.578806806
Dapma7bEVm009991,104_0098431,-0.556488332
Dapma7bEVm009996,104_0098431,-0.50640134
Dapma7bEVm009528,107_0080423,-0.537118692
Dapma7bEVm009616,107_0080423,-0.558801545
Dapma7bEVm009665,107_0080423,-0.561780494
Dapma7bEVm009791,107_0080423,-0.528535125
Dapma7bEVm009820,107_0080423,-0.501836603
Dapma7bEVm009906,107_0080423,-0.570129707
Dapma7bEVm009914,107_0080423,-0.50527176
Dapma7bEVm009982,107_0080423,-0.546062445
Dapma7bEVm009990,107_0080423,-0.56989101
Dapma7bEVm009991,107_0080423,-0.538683796
Dapma7bEVm009996,107_0080423,-0.511608052
Dapma7bEVm009616,107_0377404,-0.514326715
Dapma7bEVm009616,115_9888848,-0.509958051
Dapma7bEVm009990,115_9888848,-0.515930297
Dapma7bEVm009991,115_9888848,-0.504131848
Dapma7bEVm009567,121_0235785,-0.528647334
Dapma7bEVm009616,121_0235785,-0.540579094
Dapma7bEVm009665,121_0235785,-0.531944044
Dapma7bEVm009906,121_0235785,-0.535350387
Dapma7bEVm009982,121_0235785,-0.531707307
Dapma7bEVm009990,121_0235785,-0.589644962
Dapma7bEVm009991,121_0235785,-0.548092541
Dapma7bEVm009556,121_9938554,-0.514230324
Dapma7bEVm009616,121_9938554,-0.541751278
Dapma7bEVm009665,121_9938554,-0.540866058
Dapma7bEVm009906,121_9938554,-0.525736256
Dapma7bEVm009982,121_9938554,-0.538170901
Dapma7bEVm009990,121_9938554,-0.565290508
Dapma7bEVm009991,121_9938554,-0.518067644
Dapma7bEVm009996,121_9938554,-0.510107536
Dapma7bEVm009990,130_0043632,-0.50549496
Dapma7bEVm009616,137_0297468,-0.509859059
Dapma7bEVm009665,137_0297468,-0.521791389
Dapma7bEVm009906,137_0297468,-0.518882711
Dapma7bEVm009982,137_0297468,-0.51866659
Dapma7bEVm009990,137_0297468,-0.568564918
Dapma7bEVm009991,137_0297468,-0.538012669
Dapma7bEVm009665,138_9643966,-0.557893526
Dapma7bEVm009906,138_9643966,-0.52536352
Dapma7bEVm009982,138_9643966,-0.521360812
Dapma7bEVm009617,139_0606461,-0.503634343
Dapma7bEVm009528,148_0150336,-0.501663142
Dapma7bEVm009616,148_0150336,-0.517494544
Dapma7bEVm009665,148_0150336,-0.532393387
Dapma7bEVm009906,148_0150336,-0.53888079
Dapma7bEVm009982,148_0150336,-0.519973359
Dapma7bEVm009990,148_0150336,-0.595473733
Dapma7bEVm009991,148_0150336,-0.562828163
Dapma7bEVm009996,148_0150336,-0.501595003
Dapma7bEVm009979,149_549166,0.500142882
Dapma7bEVm009616,151_045681,-0.51847765
Dapma7bEVm009990,151_045681,-0.52072321
Dapma7bEVm009991,151_045681,-0.509805163
Dapma7bEVm009528,155_0558511,-0.524025882
Dapma7bEVm009556,155_0558511,-0.503374096
Dapma7bEVm009616,155_0558511,-0.576872119
Dapma7bEVm009617,155_0558511,-0.558768244
Dapma7bEVm009665,155_0558511,-0.516177884
Dapma7bEVm009791,155_0558511,-0.551329081
Dapma7bEVm009820,155_0558511,-0.556803651
Dapma7bEVm009906,155_0558511,-0.547719384
Dapma7bEVm009914,155_0558511,-0.514805655
Dapma7bEVm009982,155_0558511,-0.525132318
Dapma7bEVm009990,155_0558511,-0.525958357
Dapma7bEVm009991,155_0558511,-0.527680056
Dapma7bEVm009665,156_9753322,-0.525859861
Dapma7bEVm009906,156_9753322,-0.502316576
Dapma7bEVm009528,158_0304838,-0.533395069
Dapma7bEVm009556,158_0304838,-0.514267679
Dapma7bEVm009567,158_0304838,-0.561011935
Dapma7bEVm009596,158_0304838,0.513553599
Dapma7bEVm009616,158_0304838,-0.615291104
Dapma7bEVm009665,158_0304838,-0.581964777
Dapma7bEVm009772,158_0304838,-0.500881617
Dapma7bEVm009791,158_0304838,-0.577106524
Dapma7bEVm009820,158_0304838,-0.534346567
Dapma7bEVm009821,158_0304838,-0.51525895
Dapma7bEVm009854,158_0304838,-0.514055052
Dapma7bEVm009906,158_0304838,-0.581514953
Dapma7bEVm009914,158_0304838,-0.524913935
Dapma7bEVm009982,158_0304838,-0.567539782
Dapma7bEVm009990,158_0304838,-0.599038552
Dapma7bEVm009991,158_0304838,-0.617435189
Dapma7bEVm009996,158_0304838,-0.55014152
Dapma7bEVm009990,170_9458073,-0.521187132
Dapma7bEVm009616,173_0664584,-0.539453171
Dapma7bEVm009616,176_0490731,-0.507173452
Dapma7bEVm009991,180_9838473,-0.502028468
Dapma7bEVm009528,182_9630109,-0.571126329
Dapma7bEVm009556,182_9630109,-0.555488388
Dapma7bEVm009565,182_9630109,-0.512130539
Dapma7bEVm009567,182_9630109,-0.549849572
Dapma7bEVm009596,182_9630109,0.514560979
Dapma7bEVm009616,182_9630109,-0.588989086
Dapma7bEVm009617,182_9630109,-0.532132595
Dapma7bEVm009665,182_9630109,-0.625990082
Dapma7bEVm009668,182_9630109,-0.519304486
Dapma7bEVm009714,182_9630109,-0.50719249
Dapma7bEVm009772,182_9630109,-0.514030899
Dapma7bEVm009791,182_9630109,-0.542699711
Dapma7bEVm009820,182_9630109,-0.540775575
Dapma7bEVm009821,182_9630109,-0.512133099
Dapma7bEVm009835,182_9630109,-0.53071152
Dapma7bEVm009906,182_9630109,-0.621914024
Dapma7bEVm009914,182_9630109,-0.520639269
Dapma7bEVm009982,182_9630109,-0.59577493
Dapma7bEVm009990,182_9630109,-0.634052417
Dapma7bEVm009991,182_9630109,-0.609720346
Dapma7bEVm009996,182_9630109,-0.567287908
Dapma7bEVm009528,183_9638,-0.549188119
Dapma7bEVm009556,183_9638,-0.547051905
Dapma7bEVm009565,183_9638,-0.501376948
Dapma7bEVm009567,183_9638,-0.566817284
Dapma7bEVm009616,183_9638,-0.578570534
Dapma7bEVm009617,183_9638,-0.512552869
Dapma7bEVm009665,183_9638,-0.618255552
Dapma7bEVm009668,183_9638,-0.529069276
Dapma7bEVm009714,183_9638,-0.504514886
Dapma7bEVm009791,183_9638,-0.547980811
Dapma7bEVm009820,183_9638,-0.544318512
Dapma7bEVm009835,183_9638,-0.537006859
Dapma7bEVm009906,183_9638,-0.607015257
Dapma7bEVm009914,183_9638,-0.51741419
Dapma7bEVm009982,183_9638,-0.598911032
Dapma7bEVm009990,183_9638,-0.644169051
Dapma7bEVm009991,183_9638,-0.59586181
Dapma7bEVm009996,183_9638,-0.561985143
Dapma7bEVm009528,184_9605497,-0.549630072
Dapma7bEVm009556,184_9605497,-0.55146401
Dapma7bEVm009565,184_9605497,-0.505687398
Dapma7bEVm009567,184_9605497,-0.563622643
Dapma7bEVm009616,184_9605497,-0.578507022
Dapma7bEVm009617,184_9605497,-0.507107429
Dapma7bEVm009665,184_9605497,-0.618342685
Dapma7bEVm009668,184_9605497,-0.532210449
Dapma7bEVm009714,184_9605497,-0.50233578
Dapma7bEVm009791,184_9605497,-0.54206294
Dapma7bEVm009820,184_9605497,-0.538823597
Dapma7bEVm009835,184_9605497,-0.539355706
Dapma7bEVm009906,184_9605497,-0.607989793
Dapma7bEVm009914,184_9605497,-0.507029548
Dapma7bEVm009982,184_9605497,-0.597498862
Dapma7bEVm009990,184_9605497,-0.646704321
Dapma7bEVm009991,184_9605497,-0.602569421
Dapma7bEVm009996,184_9605497,-0.563119742
Dapma7bEVm009528,186_0616645,-0.570991466
Dapma7bEVm009556,186_0616645,-0.561537148
Dapma7bEVm009565,186_0616645,-0.518556163
Dapma7bEVm009567,186_0616645,-0.523705682
Dapma7bEVm009616,186_0616645,-0.587932677
Dapma7bEVm009617,186_0616645,-0.510171454
Dapma7bEVm009665,186_0616645,-0.605664823
Dapma7bEVm009791,186_0616645,-0.533454041
Dapma7bEVm009820,186_0616645,-0.566268751
Dapma7bEVm009821,186_0616645,-0.524677538
Dapma7bEVm009835,186_0616645,-0.518255166
Dapma7bEVm009906,186_0616645,-0.607103223
Dapma7bEVm009914,186_0616645,-0.531119725
Dapma7bEVm009982,186_0616645,-0.594142304
Dapma7bEVm009990,186_0616645,-0.621040227
Dapma7bEVm009991,186_0616645,-0.591486775
Dapma7bEVm009996,186_0616645,-0.564969381
Dapma7bEVm009528,188_0409255,-0.5062084
Dapma7bEVm009616,188_0409255,-0.554152563
Dapma7bEVm009665,188_0409255,-0.575876452
Dapma7bEVm009906,188_0409255,-0.553973064
Dapma7bEVm009914,188_0409255,-0.51316484
Dapma7bEVm009982,188_0409255,-0.527282245
Dapma7bEVm009990,188_0409255,-0.560420704
Dapma7bEVm009991,188_0409255,-0.556399452
Dapma7bEVm009996,188_0409255,-0.51373068
Dapma7bEVm009616,192_0450049,0.5442777
Dapma7bEVm009617,192_0450049,0.517258399
Dapma7bEVm009906,197_0663502,-0.505718621
Dapma7bEVm009991,197_0663502,-0.507468157
Dapma7bEVm009528,200_0772426,-0.624016735
Dapma7bEVm009556,200_0772426,-0.625315214
Dapma7bEVm009565,200_0772426,-0.594125551
Dapma7bEVm009567,200_0772426,-0.569841615
Dapma7bEVm009595,200_0772426,-0.545659585
Dapma7bEVm009616,200_0772426,-0.646280121
Dapma7bEVm009617,200_0772426,-0.529825645
Dapma7bEVm009665,200_0772426,-0.676812816
Dapma7bEVm009668,200_0772426,-0.548415567
Dapma7bEVm009714,200_0772426,-0.569333917
Dapma7bEVm009775,200_0772426,-0.530131891
Dapma7bEVm009791,200_0772426,-0.588915671
Dapma7bEVm009814,200_0772426,-0.508284364
Dapma7bEVm009820,200_0772426,-0.605884894
Dapma7bEVm009821,200_0772426,-0.600152079
Dapma7bEVm009835,200_0772426,-0.560962024
Dapma7bEVm009854,200_0772426,-0.52600998
Dapma7bEVm009864,200_0772426,-0.5249508
Dapma7bEVm009906,200_0772426,-0.671496161
Dapma7bEVm009914,200_0772426,-0.556288965
Dapma7bEVm009982,200_0772426,-0.677872731
Dapma7bEVm009983,200_0772426,0.513658482
Dapma7bEVm009990,200_0772426,-0.64171433
Dapma7bEVm009991,200_0772426,-0.661093813
Dapma7bEVm009996,200_0772426,-0.665186768
Dapma7bEVm009528,200_9735111,-0.570111632
Dapma7bEVm009556,200_9735111,-0.547407878
Dapma7bEVm009565,200_9735111,-0.51032526
Dapma7bEVm009567,200_9735111,-0.545998002
Dapma7bEVm009596,200_9735111,0.501936001
Dapma7bEVm009616,200_9735111,-0.584072777
Dapma7bEVm009617,200_9735111,-0.522124116
Dapma7bEVm009665,200_9735111,-0.625368344
Dapma7bEVm009668,200_9735111,-0.528747853
Dapma7bEVm009714,200_9735111,-0.506912563
Dapma7bEVm009791,200_9735111,-0.54246714
Dapma7bEVm009820,200_9735111,-0.533959712
Dapma7bEVm009821,200_9735111,-0.512706036
Dapma7bEVm009835,200_9735111,-0.520137625
Dapma7bEVm009906,200_9735111,-0.619306807
Dapma7bEVm009914,200_9735111,-0.523768448
Dapma7bEVm009982,200_9735111,-0.590221811
Dapma7bEVm009990,200_9735111,-0.623629546
Dapma7bEVm009991,200_9735111,-0.605816949
Dapma7bEVm009996,200_9735111,-0.567545673
Dapma7bEVm009528,201_9743187,-0.559294658
Dapma7bEVm009556,201_9743187,-0.548925067
Dapma7bEVm009565,201_9743187,-0.509968975
Dapma7bEVm009567,201_9743187,-0.563869856
Dapma7bEVm009616,201_9743187,-0.582681597
Dapma7bEVm009617,201_9743187,-0.502776605
Dapma7bEVm009665,201_9743187,-0.623927888
Dapma7bEVm009668,201_9743187,-0.532516105
Dapma7bEVm009714,201_9743187,-0.514832678
Dapma7bEVm009791,201_9743187,-0.550668317
Dapma7bEVm009820,201_9743187,-0.542696404
Dapma7bEVm009835,201_9743187,-0.53665644
Dapma7bEVm009906,201_9743187,-0.612170268
Dapma7bEVm009914,201_9743187,-0.526195994
Dapma7bEVm009982,201_9743187,-0.602149217
Dapma7bEVm009990,201_9743187,-0.648775392
Dapma7bEVm009991,201_9743187,-0.603173974
Dapma7bEVm009996,201_9743187,-0.567485906
Dapma7bEVm009616,202_0565338,-0.524597667
Dapma7bEVm009665,202_0565338,-0.533761381
Dapma7bEVm009990,202_0565338,-0.522912145
Dapma7bEVm009991,202_0565338,-0.534474158
Dapma7bEVm009990,204_8970692,-0.517295926
Dapma7bEVm009665,206_9224264,-0.521556656
Dapma7bEVm009990,206_9224264,-0.516255031
Dapma7bEVm009616,211_0821757,-0.511495496
Dapma7bEVm009991,211_0821757,-0.501800391
Dapma7bEVm009616,211_0849944,0.530684774
Dapma7bEVm009990,211_0849944,0.500091145
Dapma7bEVm009616,213_0015638,-0.53568295
Dapma7bEVm009665,213_0015638,-0.502619303
Dapma7bEVm009906,213_0015638,-0.507191233
Dapma7bEVm009914,213_0015638,-0.514296485
Dapma7bEVm009991,213_0015638,-0.520873623
Dapma7bEVm009528,214_9893542,-0.518466544
Dapma7bEVm009556,214_9893542,-0.512815181
Dapma7bEVm009567,214_9893542,-0.572326917
Dapma7bEVm009616,214_9893542,-0.547497821
Dapma7bEVm009617,214_9893542,-0.500691124
Dapma7bEVm009665,214_9893542,-0.600833675
